player_id,name,position,jersey_number,weight,height,country_code,id_team,picture_url,dob,age,position_desc,team_name,team_abbr
48732,Nasser Drid,0,1,,,ALG,43843,,1957-01-22,29.4,Goalkeeper,Algeria,ALG
50294,Mahmoud Guendouz,1,2,,,ALG,43843,,1953-02-24,33.3,Defender,Algeria,ALG
47583,Fathi Chebel,2,3,,,ALG,43843,,1956-08-19,29.8,Midfielder,Algeria,ALG
52445,Nordine Kourichi,1,4,,,ALG,43843,,1954-04-12,32.1,Defender,Algeria,ALG
53026,Abdellah Medjadi,1,5,,,ALG,43843,,1957-12-01,28.5,Defender,Algeria,ALG
51745,Mohamed Kaci Said,2,6,,,ALG,43843,,1958-05-02,28.1,Midfielder,Algeria,ALG
45875,Salah Assad,3,7,,,ALG,43843,,1958-06-10,28.0,Striker,Algeria,ALG
53674,Karim Maroc,2,8,,,ALG,43843,,1958-03-05,28.2,Midfielder,Algeria,ALG
54072,Djamel Menad,3,9,,,ALG,43843,,1960-07-22,25.9,Striker,Algeria,ALG
43897,Lakhdar Belloumi,2,10,,,ALG,43843,,1958-12-29,27.4,Midfielder,Algeria,ALG
53379,Rabah Madjer,3,11,,,ALG,43843,,1958-12-15,27.5,Striker,Algeria,ALG
46465,Tedj Bensaoula,3,12,,,ALG,43843,,1954-12-01,31.5,Striker,Algeria,ALG
50611,Rachid Harkouk,3,13,,,ALG,43843,,1956-05-19,30.0,Striker,Algeria,ALG
60352,Djamel Zidane,2,14,,,ALG,43843,,1955-04-28,31.1,Midfielder,Algeria,ALG
57295,Abdelhamid Sadmi,1,15,,,ALG,43843,,1961-01-01,25.4,Defender,Algeria,ALG
53585,Faouzi Mansouri,1,16,,,ALG,43843,,1956-01-17,30.4,Defender,Algeria,ALG
46456,Fawzi Benkhalidi,2,17,,,ALG,43843,,1963-02-03,23.3,Midfielder,Algeria,ALG
46414,Alim Ben Mabrouk,2,18,,,ALG,43843,,1960-06-25,25.9,Midfielder,Algeria,ALG
47465,Mohamed Chaib,1,19,,,ALG,43843,,1958-05-20,28.0,Defender,Algeria,ALG
53397,Fadil Megharia,1,20,,,ALG,43843,,1961-05-23,25.0,Defender,Algeria,ALG
52746,Larbi El Hadi,0,21,,,ALG,43843,,1961-05-27,25.0,Goalkeeper,Algeria,ALG
45515,Mourad Amara,0,22,,,ALG,43843,,1959-02-19,27.3,Goalkeeper,Algeria,ALG
69347,Sergio Almiron,3,1,,,ARG,43922,,1958-11-18,27.5,Striker,Argentina,ARG
174382,Sergio Batista,2,2,,183.0,ARG,43922,,1962-11-09,23.6,Midfielder,Argentina,ARG
174411,Ricardo Bochini,2,3,,,ARG,43922,,1954-01-25,32.3,Midfielder,Argentina,ARG
46792,Claudio Borghi,2,4,,,ARG,43922,,1964-09-28,21.7,Midfielder,Argentina,ARG
174434,Jose Brown,1,5,,,ARG,43922,,1956-11-10,29.6,Defender,Argentina,ARG
174840,Daniel Passarella,1,6,,,ARG,43922,,1953-05-25,33.0,Defender,Argentina,ARG
174440,Jorge Burruchaga,2,7,,,ARG,43922,,1962-10-09,23.6,Midfielder,Argentina,ARG
47827,Nestor Clausen,1,8,,,ARG,43922,,1962-09-29,23.7,Defender,Argentina,ARG
174484,Jose Cuciuffo,1,9,,,ARG,43922,,1961-02-01,25.3,Defender,Argentina,ARG
174732,Diego Maradona,2,10,,169.0,ARG,43922,,1960-10-30,25.6,Midfielder,Argentina,ARG
44707,Jorge Valdano,3,11,,,ARG,43922,,1955-10-04,30.7,Striker,Argentina,ARG
174524,Hector Enrique,2,12,,,ARG,43922,,1962-04-26,24.1,Midfielder,Argentina,ARG
49800,Oscar Garre,1,13,,174.0,ARG,43922,,1956-12-09,29.5,Defender,Argentina,ARG
174564,Ricardo Giusti,2,14,,,ARG,43922,,1956-12-11,29.5,Midfielder,Argentina,ARG
51311,Luis Islas,0,15,,,ARG,43922,,1965-12-22,20.4,Goalkeeper,Argentina,ARG
174816,Julio Olarticoechea,1,16,79.0,176.0,ARG,43922,,1958-10-18,27.6,Defender,Argentina,ARG
55975,Pedro Pasculli,3,17,,,ARG,43922,,1960-05-17,26.0,Striker,Argentina,ARG
174885,Nery Pumpido,0,18,,,ARG,43922,,1957-07-30,28.8,Goalkeeper,Argentina,ARG
44585,Oscar Ruggeri,1,19,,,ARG,43922,,1962-01-26,24.3,Defender,Argentina,ARG
58761,Carlos Tapia,2,20,,,ARG,43922,,1962-08-20,23.8,Midfielder,Argentina,ARG
44703,Marcelo Trobbiani,2,21,,,ARG,43922,,1955-02-17,31.3,Midfielder,Argentina,ARG
69325,Hector Zelada,0,22,,,ARG,43922,,1957-04-30,29.1,Goalkeeper,Argentina,ARG
174857,Jean Marie Pfaff,0,1,,,BEL,43935,,1953-12-04,32.5,Goalkeeper,Belgium,BEL
174557,Eric Gerets,1,2,,,BEL,43935,,1954-05-18,32.0,Defender,Belgium,BEL
44715,Franky Van Der Elst,1,3,,,BEL,43935,,1961-04-30,25.1,Defender,Belgium,BEL
174496,Michel De Wolf,1,4,,,BEL,43935,,1958-01-19,28.4,Defender,Belgium,BEL
56809,Michel Renquin,1,5,,,BEL,43935,,1955-11-03,30.6,Defender,Belgium,BEL
44728,Frank Vercauteren,2,6,,,BEL,43935,,1956-10-28,29.6,Midfielder,Belgium,BEL
59443,Rene Vandereycken,2,7,,,BEL,43935,,1953-07-22,32.9,Midfielder,Belgium,BEL
44619,Enzo Scifo,2,8,,,BEL,43935,,1966-02-19,20.3,Midfielder,Belgium,BEL
44723,Erwin Vandenbergh,3,9,,,BEL,43935,,1959-01-26,27.3,Striker,Belgium,BEL
48462,Philippe Desmet,3,10,,,BEL,43935,,1958-11-29,27.5,Striker,Belgium,BEL
43988,Jan Ceulemans,2,11,,,BEL,43935,,1957-02-28,29.3,Midfielder,Belgium,BEL
54723,Jacques Munaron,0,12,,,BEL,43935,,1956-09-08,29.7,Goalkeeper,Belgium,BEL
166579,Georges Grun,1,13,,,BEL,43935,,1962-01-25,24.3,Defender,Belgium,BEL
174473,Leo Clijsters,1,14,,,BEL,43935,,1956-11-06,29.6,Defender,Belgium,BEL
59398,Leo Van Der Elst,2,15,,,BEL,43935,,1962-01-07,24.4,Midfielder,Belgium,BEL
44006,Nico Claesen,3,16,,,BEL,43935,,1962-10-01,23.7,Striker,Belgium,BEL
54419,Raymond Mommens,2,17,,,BEL,43935,,1958-12-27,27.4,Midfielder,Belgium,BEL
59586,Daniel Veyt,3,18,,,BEL,43935,,1956-12-09,29.5,Striker,Belgium,BEL
46980,Hugo Broos,1,19,,,BEL,43935,,1952-04-10,34.1,Defender,Belgium,BEL
174412,Gilbert Bodart,0,20,,,BEL,43935,,1962-09-02,23.7,Goalkeeper,Belgium,BEL
44042,Stephane Demol,1,21,,,BEL,43935,,1966-03-11,20.2,Defender,Belgium,BEL
44731,Patrick Vervoort,1,22,,,BEL,43935,,1965-01-17,21.4,Defender,Belgium,BEL
63623,Carlos,0,1,,,BRA,43924,,1956-03-04,30.2,Goalkeeper,Brazil,BRA
63624,Edson,1,2,,,BRA,43924,,1959-07-03,26.9,Defender,Brazil,BRA
63648,Oscar,1,3,,,BRA,43924,,1954-06-20,31.9,Defender,Brazil,BRA
179502,Edinho,1,4,,,BRA,43924,,1955-06-05,31.0,Defender,Brazil,BRA
63630,Falcao,2,5,,,BRA,43924,,1953-10-16,32.6,Midfielder,Brazil,BRA
252326,Junior,1,6,,,BRA,43924,,1954-06-29,31.9,Defender,Brazil,BRA
63524,Muller,3,7,,,BRA,43924,,1966-01-31,20.3,Striker,Brazil,BRA
63629,Casagrande,3,8,,,BRA,43924,,1963-04-15,23.1,Striker,Brazil,BRA
55528,Careca,3,9,,,BRA,43924,,1960-10-05,25.7,Striker,Brazil,BRA
63650,Zico,2,10,,,BRA,43924,,1953-03-03,33.2,Midfielder,Brazil,BRA
181090,Edivaldo,3,11,,,BRA,43924,,1962-04-13,24.1,Striker,Brazil,BRA
69346,Paulo Vitor,0,12,,,BRA,43924,,1957-06-07,29.0,Goalkeeper,Brazil,BRA
63548,Josimar,1,13,,,BRA,43924,,1961-09-19,24.7,Defender,Brazil,BRA
163090,Julio Cesar,1,14,,,BRA,43924,,1963-03-08,23.2,Defender,Brazil,BRA
63521,Alemao,2,15,,,BRA,43924,,1961-11-22,24.5,Midfielder,Brazil,BRA
168114,Mauro Galvao,1,16,,,BRA,43924,,1961-12-19,24.4,Defender,Brazil,BRA
63517,Branco,1,17,,,BRA,43924,,1964-04-04,22.2,Defender,Brazil,BRA
63627,Socrates,2,18,,,BRA,43924,,1954-02-19,32.3,Midfielder,Brazil,BRA
49035,Elzo,2,19,,,BRA,43924,,1961-01-22,25.4,Midfielder,Brazil,BRA
63526,Silas,2,20,,,BRA,43924,,1965-08-27,20.8,Midfielder,Brazil,BRA
63522,Valdo,2,21,,,BRA,43924,,1964-01-12,22.4,Midfielder,Brazil,BRA
63902,Leao,0,22,,,BRA,43924,,1949-07-11,36.9,Goalkeeper,Brazil,BRA
185202,Borislav Mihaylov,0,1,,,BUL,43936,,1963-02-12,23.3,Goalkeeper,Bulgaria,BUL
58105,Nasko Sirakov,2,2,,,BUL,43936,,1962-04-26,24.1,Midfielder,Bulgaria,BUL
45732,Nikolai Arabov,1,3,,,BUL,43936,,1953-11-14,32.5,Defender,Bulgaria,BUL
56204,Petar Petrov,1,4,,,BUL,43936,,1961-02-20,25.3,Defender,Bulgaria,BUL
160820,Georgi Dimitrov,1,5,,,BUL,43936,,1959-01-14,27.4,Defender,Bulgaria,BUL
51512,Andrei Zhelyazkov,2,6,,,BUL,43936,,1952-07-09,33.9,Midfielder,Bulgaria,BUL
51310,Bozhidar Iskrenov,3,7,,,BUL,43936,,1962-08-01,23.8,Striker,Bulgaria,BUL
57294,Ayan Sadkov,2,8,,,BUL,43936,,1961-09-26,24.7,Midfielder,Bulgaria,BUL
54319,Stoicho Mladenov,3,9,,,BUL,43936,,1957-04-12,29.1,Striker,Bulgaria,BUL
50165,Zhivko Gospodinov,2,10,,,BUL,43936,,1957-09-06,28.7,Midfielder,Bulgaria,BUL
49898,Plamen Getov,2,11,,,BUL,43936,,1959-03-04,27.2,Midfielder,Bulgaria,BUL
60302,Radoslav Zdravkov,1,12,,,BUL,43936,,1956-07-30,29.8,Defender,Bulgaria,BUL
53663,Aleksandar Markov,1,13,,,BUL,43936,,1961-08-17,24.8,Defender,Bulgaria,BUL
53664,Plamen Markov,2,14,,,BUL,43936,,1957-09-11,28.7,Midfielder,Bulgaria,BUL
51649,Georgi Yordanov,2,15,,,BUL,43936,,1963-07-21,22.9,Midfielder,Bulgaria,BUL
69322,Vasil Dragolov,3,16,,,BUL,43936,,1962-08-17,23.8,Striker,Bulgaria,BUL
52342,Hristo Kolev,2,17,,,BUL,43936,,1964-09-21,21.7,Midfielder,Bulgaria,BUL
59540,Boycho Velichkov,3,18,,,BUL,43936,,1958-08-13,27.8,Striker,Bulgaria,BUL
55799,Atanas Pashev,2,19,,,BUL,43936,,1963-11-21,22.5,Midfielder,Bulgaria,BUL
181197,Kostadin Kostadinov,3,20,,,BUL,43936,,1959-06-25,26.9,Striker,Bulgaria,BUL
181091,Ilia Dyakov,1,21,,,BUL,43936,,1963-09-28,22.7,Defender,Bulgaria,BUL
59374,Ilia Valov,0,22,,,BUL,43936,,1961-12-29,24.4,Goalkeeper,Bulgaria,BUL
52968,Tino Lettieri,0,1,,,CAN,43899,,1957-09-27,28.7,Goalkeeper,Canada,CAN
52930,Bob Lenarduzzi,1,2,,,CAN,43899,,1955-05-01,31.1,Defender,Canada,CAN
59972,Bruce Wilson,1,3,,,CAN,43899,,1951-06-20,34.9,Defender,Canada,CAN
56593,Randy Ragan,2,4,,,CAN,43899,,1959-06-07,27.0,Midfielder,Canada,CAN
54466,Terence Moore,1,5,,,CAN,43899,,1958-06-02,28.0,Defender,Canada,CAN
46947,Ian Bridge,1,6,,,CAN,43899,,1959-09-18,26.7,Defender,Canada,CAN
59356,Carl Valentine,3,7,,,CAN,43899,,1958-07-04,27.9,Striker,Canada,CAN
50213,Gerry Gray,2,8,,,CAN,43899,,1961-01-20,25.4,Midfielder,Canada,CAN
57783,Branko Segota,3,9,,,CAN,43899,,1961-06-08,25.0,Striker,Canada,CAN
59728,Igor Vrablic,3,10,,,CAN,43899,,1965-07-19,20.9,Striker,Canada,CAN
58636,Mike Sweeney,2,11,,,CAN,43899,,1959-12-25,26.4,Midfielder,Canada,CAN
57475,Randy Samuel,1,12,,,CAN,43899,,1963-12-23,22.4,Defender,Canada,CAN
55829,George Pakos,2,13,,,CAN,43899,,1952-08-14,33.8,Midfielder,Canada,CAN
54294,Dale Mitchell,3,14,,,CAN,43899,,1958-04-21,28.1,Striker,Canada,CAN
51427,Paul James,2,15,,,CAN,43899,,1963-11-11,22.6,Midfielder,Canada,CAN
181118,Gregory Ion,2,16,,,CAN,43899,,1963-03-12,23.2,Midfielder,Canada,CAN
169630,David Norman,2,17,,,CAN,43899,,1962-05-06,24.1,Midfielder,Canada,CAN
53227,James Lowery,2,18,,,CAN,43899,,1961-01-15,25.4,Midfielder,Canada,CAN
48317,Pasquale De Luca,2,19,,,CAN,43899,,1962-05-26,24.0,Midfielder,Canada,CAN
54251,Colin Miller,1,20,,,CAN,43899,,1964-10-04,21.7,Defender,Canada,CAN
50415,Sven Habermann,0,21,,,CAN,43899,,1961-11-03,24.6,Goalkeeper,Canada,CAN
48652,Paul Dolan,0,22,,,CAN,43899,,1966-04-16,20.1,Goalkeeper,Canada,CAN
56714,Trols Rasmussen,0,1,,,DEN,43941,,1961-04-07,25.1,Goalkeeper,Denmark,DEN
58113,John Sivebaek,1,2,,,DEN,43941,,1961-10-25,24.6,Defender,Denmark,DEN
47090,Soren Busk,1,3,,,DEN,43941,,1953-04-10,33.1,Defender,Denmark,DEN
174819,Morten Olsen,1,4,,187.0,DEN,43941,,1949-08-14,36.8,Defender,Denmark,DEN
174803,Ivan Nielsen,1,5,,,DEN,43941,,1956-10-09,29.6,Defender,Denmark,DEN
52953,Soren Lerby,2,6,,,DEN,43941,,1958-02-01,28.3,Midfielder,Denmark,DEN
54406,Jan Molby,2,7,,,DEN,43941,,1963-07-04,22.9,Midfielder,Denmark,DEN
55555,Jesper Olsen,2,8,,,DEN,43941,,1961-03-20,25.2,Midfielder,Denmark,DEN
46491,Klaus Berggreen,2,9,,,DEN,43941,,1958-02-03,28.3,Midfielder,Denmark,DEN
174520,Preben Elkjaer Larsen,3,10,,,DEN,43941,,1957-09-11,28.7,Striker,Denmark,DEN
44298,Michael Laudrup,2,11,,,DEN,43941,,1964-06-15,22.0,Midfielder,Denmark,DEN
46532,Jens Bertelsen,1,12,,,DEN,43941,,1952-02-15,34.3,Defender,Denmark,DEN
49615,Per Frimann,2,13,,,DEN,43941,,1962-06-04,24.0,Midfielder,Denmark,DEN
44641,Allan Simonsen,3,14,,,DEN,43941,,1952-12-15,33.5,Striker,Denmark,DEN
45799,Frank Arnesen,2,15,,,DEN,43941,,1956-09-30,29.7,Midfielder,Denmark,DEN
56546,Ole Qvist,0,16,,,DEN,43941,,1950-02-25,36.3,Goalkeeper,Denmark,DEN
55135,Kent Nielsen,1,17,,,DEN,43941,,1961-12-28,24.4,Defender,Denmark,DEN
47730,Flemming Christensen,3,18,,,DEN,43941,,1958-04-10,28.1,Striker,Denmark,DEN
49091,John Eriksen,3,19,,,DEN,43941,,1957-11-20,28.5,Striker,Denmark,DEN
46270,Jan Bartram,2,20,,,DEN,43941,,1962-03-06,24.2,Midfielder,Denmark,DEN
45574,Henrik Andersen,1,21,,,DEN,43941,,1965-05-07,21.1,Defender,Denmark,DEN
50955,Lars Hogh,0,22,,181.0,DEN,43941,,1959-01-14,27.4,Goalkeeper,Denmark,DEN
44637,Peter Shilton,0,1,,,ENG,43942,,1949-09-18,36.7,Goalkeeper,England,ENG
44663,Gary Stevens,1,2,,,ENG,43942,,1963-03-27,23.2,Defender,England,ENG
57540,Kenny Sansom,1,3,,,ENG,43942,,1958-09-26,27.7,Defender,England,ENG
174608,Glenn Hoddle,2,4,,,ENG,43942,,1957-10-27,28.6,Midfielder,England,ENG
167893,Alvin Martin,1,5,,,ENG,43942,,1958-07-29,27.8,Defender,England,ENG
174441,Terry Butcher,1,6,,,ENG,43942,,1958-12-28,27.4,Defender,England,ENG
44573,Bryan Robson,2,7,,,ENG,43942,,1957-01-11,29.4,Midfielder,England,ENG
44753,Ray Wilkins,2,8,,,ENG,43942,,1956-09-14,29.7,Midfielder,England,ENG
50696,Mark Hateley,3,9,,,ENG,43942,,1961-11-07,24.6,Striker,England,ENG
174708,Gary Lineker,3,10,,,ENG,43942,,1960-11-30,25.5,Striker,England,ENG
44745,Chris Waddle,2,11,,,ENG,43942,,1960-12-14,25.5,Midfielder,England,ENG
159839,Viv Anderson,1,12,,,ENG,43942,,1956-07-29,29.8,Defender,England,ENG
95554,Chris Woods,0,13,,,ENG,43942,,1959-11-14,26.5,Goalkeeper,England,ENG
49325,Terry Fenwick,1,14,,,ENG,43942,,1959-11-17,26.5,Defender,England,ENG
69354,Gary A. Stevens,1,15,,,ENG,43942,,1962-03-30,24.2,Defender,England,ENG
56777,Peter Reid,2,16,,,ENG,43942,,1956-06-20,29.9,Midfielder,England,ENG
44662,Trevor Steven,2,17,,,ENG,43942,,1963-09-21,22.7,Midfielder,England,ENG
174609,Steve Hodge,2,18,,,ENG,43942,,1962-10-25,23.6,Midfielder,England,ENG
174378,John Barnes,2,19,,,ENG,43942,,1963-11-07,22.6,Midfielder,England,ENG
174384,Peter Beardsley,3,20,,,ENG,43942,,1961-01-18,25.4,Striker,England,ENG
48608,Kerry Dixon,3,21,,,ENG,43942,,1961-07-24,24.9,Striker,England,ENG
46078,Gary Bailey,0,22,,,ENG,43942,,1958-08-09,27.8,Goalkeeper,England,ENG
160350,Joel Bats,0,1,,,FRA,43946,,1957-01-04,29.4,Goalkeeper,France,FRA
