year,id_match,match_number,stage,group,home_team,away_team,date_utc,time_utc,local_date,local_time
1998,8753,29.0,Group Matches,Group F,GER,YUG,1998-06-21,12:30,1998-06-21,14:30
1998,8752,28.0,Group Matches,Group H,ARG,JAM,1998-06-21,15:30,1998-06-21,17:30
1998,8754,30.0,Group Matches,Group F,USA,IRN,1998-06-21,19:00,1998-06-21,21:00
1998,8756,32.0,Group Matches,Group G,ROU,ENG,1998-06-22,19:00,1998-06-22,21:00
1998,8755,31.0,Group Matches,Group G,COL,TUN,1998-06-22,15:30,1998-06-22,17:30
1998,8760,36.0,Group Matches,Group B,CHI,CMR,1998-06-23,14:00,1998-06-23,16:00
1998,8757,33.0,Group Matches,Group B,ITA,AUT,1998-06-23,14:00,1998-06-23,16:00
1998,8759,35.0,Group Matches,Group A,BRA,NOR,1998-06-23,19:00,1998-06-23,21:00
1998,8758,34.0,Group Matches,Group A,SCO,MAR,1998-06-23,19:00,1998-06-23,21:00
1998,8764,40.0,Group Matches,Group C,RSA,KSA,1998-06-24,14:00,1998-06-24,16:00
1998,8762,38.0,Group Matches,Group C,FRA,DEN,1998-06-24,14:00,1998-06-24,16:00
1998,8763,39.0,Group Matches,Group D,NGA,PAR,1998-06-24,19:00,1998-06-24,21:00
1998,8761,37.0,Group Matches,Group D,ESP,BUL,1998-06-24,19:00,1998-06-24,21:00
1998,8765,41.0,Group Matches,Group E,BEL,KOR,1998-06-25,14:00,1998-06-25,16:00
1998,8766,42.0,Group Matches,Group E,NED,MEX,1998-06-25,14:00,1998-06-25,16:00
1998,8767,43.0,Group Matches,Group F,GER,IRN,1998-06-25,19:00,1998-06-25,21:00
1998,8768,44.0,Group Matches,Group F,USA,YUG,1998-06-25,19:00,1998-06-25,21:00
1998,8769,45.0,Group Matches,Group G,ROU,TUN,1998-06-26,19:00,1998-06-26,21:00
1998,8770,46.0,Group Matches,Group G,COL,ENG,1998-06-26,19:00,1998-06-26,21:00
1998,8772,48.0,Group Matches,Group H,ARG,CRO,1998-06-26,14:00,1998-06-26,16:00
1998,8771,47.0,Group Matches,Group H,JPN,JAM,1998-06-26,14:00,1998-06-26,16:00
1998,8774,50.0,Round of 16,,ITA,NOR,1998-06-27,14:30,1998-06-27,16:30
1998,8773,49.0,Round of 16,,BRA,CHI,1998-06-27,19:00,1998-06-27,21:00
1998,8776,52.0,Round of 16,,FRA,PAR,1998-06-28,14:30,1998-06-28,16:30
1998,8775,51.0,Round of 16,,NGA,DEN,1998-06-28,19:00,1998-06-28,21:00
1998,8777,53.0,Round of 16,,GER,MEX,1998-06-29,14:30,1998-06-29,16:30
1998,8778,54.0,Round of 16,,NED,YUG,1998-06-29,19:00,1998-06-29,21:00
1998,8780,56.0,Round of 16,,ROU,CRO,1998-06-30,14:30,1998-06-30,16:30
1998,8779,55.0,Round of 16,,ARG,ENG,1998-06-30,19:00,1998-06-30,21:00
1998,8781,57.0,Quarter-final,,ITA,FRA,1998-07-03,14:30,1998-07-03,16:30
1998,8782,58.0,Quarter-final,,BRA,DEN,1998-07-03,19:00,1998-07-03,21:00
1998,8784,60.0,Quarter-final,,NED,ARG,1998-07-04,14:30,1998-07-04,16:30
1998,8783,59.0,Quarter-final,,GER,CRO,1998-07-04,19:00,1998-07-04,21:00
1998,8785,61.0,Semi-final,,BRA,NED,1998-07-07,19:00,1998-07-07,21:00
1998,8786,62.0,Semi-final,,FRA,CRO,1998-07-08,19:00,1998-07-08,21:00
1998,8787,63.0,Match for third place,,NED,CRO,1998-07-11,19:00,1998-07-11,21:00
1998,8788,64.0,Final,,BRA,FRA,1998-07-12,19:00,1998-07-12,21:00
2002,43950001,1.0,Group Stage,Group A,FRA,SEN,2002-05-31,11:30,2002-05-31,20:30
2002,43950002,2.0,Group Stage,Group E,IRL,CMR,2002-06-01,06:30,2002-06-01,15:30
2002,43950003,3.0,Group Stage,Group A,URU,DEN,2002-06-01,09:00,2002-06-01,18:00
2002,43950004,4.0,Group Stage,Group E,GER,KSA,2002-06-01,11:30,2002-06-01,20:30
2002,43950007,7.0,Group Stage,Group F,ARG,NGA,2002-06-02,05:30,2002-06-02,14:30
2002,43950006,6.0,Group Stage,Group B,PAR,RSA,2002-06-02,07:30,2002-06-02,16:30
2002,43950005,5.0,Group Stage,Group F,ENG,SWE,2002-06-02,09:30,2002-06-02,18:30
2002,43950008,8.0,Group Stage,Group B,ESP,SVN,2002-06-02,11:30,2002-06-02,20:30
2002,43950009,9.0,Group Stage,Group G,CRO,MEX,2002-06-03,06:30,2002-06-03,15:30
2002,43950010,10.0,Group Stage,Group C,BRA,TUR,2002-06-03,09:00,2002-06-03,18:00
2002,43950011,11.0,Group Stage,Group G,ITA,ECU,2002-06-03,11:30,2002-06-03,20:30
2002,43950012,12.0,Group Stage,Group C,CHN,CRC,2002-06-04,06:30,2002-06-04,15:30
2002,43950013,13.0,Group Stage,Group H,JPN,BEL,2002-06-04,09:00,2002-06-04,18:00
2002,43950014,14.0,Group Stage,Group D,KOR,POL,2002-06-04,11:30,2002-06-04,20:30
2002,43950017,17.0,Group Stage,Group E,GER,IRL,2002-06-05,11:30,2002-06-05,20:30
2002,43950015,15.0,Group Stage,Group H,RUS,TUN,2002-06-05,06:30,2002-06-05,15:30
2002,43950016,16.0,Group Stage,Group D,USA,POR,2002-06-05,09:00,2002-06-05,18:00
2002,43950020,20.0,Group Stage,Group A,DEN,SEN,2002-06-06,06:30,2002-06-06,15:30
2002,43950019,19.0,Group Stage,Group E,CMR,KSA,2002-06-06,09:00,2002-06-06,18:00
2002,43950018,18.0,Group Stage,Group A,FRA,URU,2002-06-06,11:30,2002-06-06,20:30
2002,43950021,21.0,Group Stage,Group F,SWE,NGA,2002-06-07,06:30,2002-06-07,15:30
2002,43950022,22.0,Group Stage,Group B,ESP,PAR,2002-06-07,09:00,2002-06-07,18:00
2002,43950023,23.0,Group Stage,Group F,ARG,ENG,2002-06-07,11:30,2002-06-07,20:30
2002,43950024,24.0,Group Stage,Group B,RSA,SVN,2002-06-08,06:30,2002-06-08,15:30
2002,43950025,25.0,Group Stage,Group G,ITA,CRO,2002-06-08,09:00,2002-06-08,18:00
2002,43950026,26.0,Group Stage,Group C,BRA,CHN,2002-06-08,11:30,2002-06-08,20:30
2002,43950029,29.0,Group Stage,Group H,JPN,RUS,2002-06-09,11:30,2002-06-09,20:30
2002,43950027,27.0,Group Stage,Group G,MEX,ECU,2002-06-09,06:30,2002-06-09,15:30
2002,43950028,28.0,Group Stage,Group C,CRC,TUR,2002-06-09,09:00,2002-06-09,18:00
2002,43950031,31.0,Group Stage,Group H,TUN,BEL,2002-06-10,09:00,2002-06-10,18:00
2002,43950032,32.0,Group Stage,Group D,POR,POL,2002-06-10,11:30,2002-06-10,20:30
2002,43950030,30.0,Group Stage,Group D,KOR,USA,2002-06-10,06:30,2002-06-10,15:30
2002,43950033,33.0,Group Stage,Group A,DEN,FRA,2002-06-11,06:30,2002-06-11,15:30
2002,43950034,34.0,Group Stage,Group A,SEN,URU,2002-06-11,06:30,2002-06-11,15:30
2002,43950036,36.0,Group Stage,Group E,KSA,IRL,2002-06-11,11:30,2002-06-11,20:30
2002,43950035,35.0,Group Stage,Group E,CMR,GER,2002-06-11,11:30,2002-06-11,20:30
2002,43950037,37.0,Group Stage,Group F,SWE,ARG,2002-06-12,06:30,2002-06-12,15:30
2002,43950038,38.0,Group Stage,Group F,NGA,ENG,2002-06-12,06:30,2002-06-12,15:30
2002,43950040,40.0,Group Stage,Group B,SVN,PAR,2002-06-12,11:30,2002-06-12,20:30
2002,43950039,39.0,Group Stage,Group B,RSA,ESP,2002-06-12,11:30,2002-06-12,20:30
2002,43950041,41.0,Group Stage,Group C,CRC,BRA,2002-06-13,06:30,2002-06-13,15:30
2002,43950042,42.0,Group Stage,Group C,TUR,CHN,2002-06-13,06:30,2002-06-13,15:30
2002,43950043,43.0,Group Stage,Group G,MEX,ITA,2002-06-13,11:30,2002-06-13,20:30
2002,43950044,44.0,Group Stage,Group G,ECU,CRO,2002-06-13,11:30,2002-06-13,20:30
2002,43950047,47.0,Group Stage,Group D,POR,KOR,2002-06-14,11:30,2002-06-14,20:30
2002,43950048,48.0,Group Stage,Group D,POL,USA,2002-06-14,11:30,2002-06-14,20:30
2002,43950046,46.0,Group Stage,Group H,BEL,RUS,2002-06-14,06:30,2002-06-14,15:30
2002,43950045,45.0,Group Stage,Group H,TUN,JPN,2002-06-14,06:30,2002-06-14,15:30
2002,43950049,49.0,Round of 16,,GER,PAR,2002-06-15,06:30,2002-06-15,15:30
2002,43950050,50.0,Round of 16,,DEN,ENG,2002-06-15,11:30,2002-06-15,20:30
2002,43950051,51.0,Round of 16,,SWE,SEN,2002-06-16,06:30,2002-06-16,15:30
2002,43950052,52.0,Round of 16,,ESP,IRL,2002-06-16,11:30,2002-06-16,20:30
2002,43950053,53.0,Round of 16,,MEX,USA,2002-06-17,06:30,2002-06-17,15:30
2002,43950054,54.0,Round of 16,,BRA,BEL,2002-06-17,11:30,2002-06-17,20:30
2002,43950055,55.0,Round of 16,,JPN,TUR,2002-06-18,06:30,2002-06-18,15:30
2002,43950056,56.0,Round of 16,,KOR,ITA,2002-06-18,11:30,2002-06-18,20:30
2002,43950057,57.0,Quarter-final,,ENG,BRA,2002-06-21,06:30,2002-06-21,15:30
2002,43950058,58.0,Quarter-final,,GER,USA,2002-06-21,11:30,2002-06-21,20:30
2002,43950059,59.0,Quarter-final,,ESP,KOR,2002-06-22,06:30,2002-06-22,15:30
2002,43950060,60.0,Quarter-final,,SEN,TUR,2002-06-22,11:30,2002-06-22,20:30
2002,43950061,61.0,Semi-final,,GER,KOR,2002-06-25,11:30,2002-06-25,20:30
2002,43950062,62.0,Semi-final,,BRA,TUR,2002-06-26,11:30,2002-06-26,20:30
2002,43950063,63.0,Match for third place,,KOR,TUR,2002-06-29,11:00,2002-06-29,20:00
2002,43950064,64.0,Final,,GER,BRA,2002-06-30,11:00,2002-06-30,20:00
2006,97410001,1.0,First stage,Group A,GER,CRC,2006-06-09,16:00,2006-06-09,18:00
2006,97410002,2.0,First stage,Group A,POL,ECU,2006-06-09,19:00,2006-06-09,21:00
2006,97410003,3.0,First stage,Group B,ENG,PAR,2006-06-10,13:00,2006-06-10,15:00
2006,97410004,4.0,First stage,Group B,TRI,SWE,2006-06-10,16:00,2006-06-10,18:00
2006,97410005,5.0,First stage,Group C,ARG,CIV,2006-06-10,19:00,2006-06-10,21:00
2006,97410006,6.0,First stage,Group C,SCG,NED,2006-06-11,13:00,2006-06-11,15:00
2006,97410007,7.0,First stage,Group D,MEX,IRN,2006-06-11,16:00,2006-06-11,18:00
2006,97410008,8.0,First stage,Group D,ANG,POR,2006-06-11,19:00,2006-06-11,21:00
2006,97410012,12.0,First stage,Group F,AUS,JPN,2006-06-12,13:00,2006-06-12,15:00
2006,97410010,10.0,First stage,Group E,USA,CZE,2006-06-12,16:00,2006-06-12,18:00
2006,97410009,9.0,First stage,Group E,ITA,GHA,2006-06-12,19:00,2006-06-12,21:00
2006,97410014,14.0,First stage,Group G,KOR,TOG,2006-06-13,13:00,2006-06-13,15:00
2006,97410013,13.0,First stage,Group G,FRA,SUI,2006-06-13,16:00,2006-06-13,18:00
2006,97410011,11.0,First stage,Group F,BRA,CRO,2006-06-13,19:00,2006-06-13,21:00
2006,97410017,17.0,First stage,Group A,GER,POL,2006-06-14,19:00,2006-06-14,21:00
2006,97410015,15.0,First stage,Group H,ESP,UKR,2006-06-14,13:00,2006-06-14,15:00
2006,97410016,16.0,First stage,Group H,TUN,KSA,2006-06-14,16:00,2006-06-14,18:00
2006,97410018,18.0,First stage,Group A,ECU,CRC,2006-06-15,13:00,2006-06-15,15:00
2006,97410019,19.0,First stage,Group B,ENG,TRI,2006-06-15,16:00,2006-06-15,18:00
2006,97410020,20.0,First stage,Group B,SWE,PAR,2006-06-15,19:00,2006-06-15,21:00
2006,97410021,21.0,First stage,Group C,ARG,SCG,2006-06-16,13:00,2006-06-16,15:00
2006,97410022,22.0,First stage,Group C,NED,CIV,2006-06-16,16:00,2006-06-16,18:00
2006,97410023,23.0,First stage,Group D,MEX,ANG,2006-06-16,19:00,2006-06-16,21:00
2006,97410024,24.0,First stage,Group D,POR,IRN,2006-06-17,13:00,2006-06-17,15:00
2006,97410026,26.0,First stage,Group E,CZE,GHA,2006-06-17,16:00,2006-06-17,18:00
2006,97410025,25.0,First stage,Group E,ITA,USA,2006-06-17,19:00,2006-06-17,21:00
2006,97410029,29.0,First stage,Group G,FRA,KOR,2006-06-18,19:00,2006-06-18,21:00
2006,97410028,28.0,First stage,Group F,JPN,CRO,2006-06-18,13:00,2006-06-18,15:00
2006,97410027,27.0,First stage,Group F,BRA,AUS,2006-06-18,16:00,2006-06-18,18:00
2006,97410032,32.0,First stage,Group H,KSA,UKR,2006-06-19,16:00,2006-06-19,18:00
2006,97410031,31.0,First stage,Group H,ESP,TUN,2006-06-19,19:00,2006-06-19,21:00
2006,97410030,30.0,First stage,Group G,TOG,SUI,2006-06-19,13:00,2006-06-19,15:00
2006,97410033,33.0,First stage,Group A,ECU,GER,2006-06-20,14:00,2006-06-20,16:00
2006,97410034,34.0,First stage,Group A,CRC,POL,2006-06-20,14:00,2006-06-20,16:00
2006,97410035,35.0,First stage,Group B,SWE,ENG,2006-06-20,19:00,2006-06-20,21:00
2006,97410036,36.0,First stage,Group B,PAR,TRI,2006-06-20,19:00,2006-06-20,21:00
2006,97410040,40.0,First stage,Group D,IRN,ANG,2006-06-21,14:00,2006-06-21,16:00
2006,97410039,39.0,First stage,Group D,POR,MEX,2006-06-21,14:00,2006-06-21,16:00
2006,97410038,38.0,First stage,Group C,CIV,SCG,2006-06-21,19:00,2006-06-21,21:00
2006,97410037,37.0,First stage,Group C,NED,ARG,2006-06-21,19:00,2006-06-21,21:00
2006,97410042,42.0,First stage,Group E,GHA,USA,2006-06-22,14:00,2006-06-22,16:00
2006,97410041,41.0,First stage,Group E,CZE,ITA,2006-06-22,14:00,2006-06-22,16:00
2006,97410044,44.0,First stage,Group F,CRO,AUS,2006-06-22,19:00,2006-06-22,21:00
2006,97410043,43.0,First stage,Group F,JPN,BRA,2006-06-22,19:00,2006-06-22,21:00
2006,97410046,46.0,First stage,Group G,SUI,KOR,2006-06-23,19:00,2006-06-23,21:00
2006,97410045,45.0,First stage,Group G,TOG,FRA,2006-06-23,19:00,2006-06-23,21:00
2006,97410048,48.0,First stage,Group H,UKR,TUN,2006-06-23,14:00,2006-06-23,16:00
2006,97410047,47.0,First stage,Group H,KSA,ESP,2006-06-23,14:00,2006-06-23,16:00
2006,97410049,49.0,Round of 16,,GER,SWE,2006-06-24,15:00,2006-06-24,17:00
2006,97410050,50.0,Round of 16,,ARG,MEX,2006-06-24,19:00,2006-06-24,21:00
2006,97410051,51.0,Round of 16,,ENG,ECU,2006-06-25,15:00,2006-06-25,17:00
2006,97410052,52.0,Round of 16,,POR,NED,2006-06-25,19:00,2006-06-25,21:00
2006,97410053,53.0,Round of 16,,ITA,AUS,2006-06-26,15:00,2006-06-26,17:00
2006,97410054,54.0,Round of 16,,SUI,UKR,2006-06-26,19:00,2006-06-26,21:00
2006,97410055,55.0,Round of 16,,BRA,GHA,2006-06-27,15:00,2006-06-27,17:00
2006,97410056,56.0,Round of 16,,ESP,FRA,2006-06-27,19:00,2006-06-27,21:00
2006,97410057,57.0,Quarter-final,,GER,ARG,2006-06-30,15:00,2006-06-30,17:00
2006,97410058,58.0,Quarter-final,,ITA,UKR,2006-06-30,19:00,2006-06-30,21:00
2006,97410059,59.0,Quarter-final,,ENG,POR,2006-07-01,15:00,2006-07-01,17:00
2006,97410060,60.0,Quarter-final,,BRA,FRA,2006-07-01,19:00,2006-07-01,21:00
2006,97410061,61.0,Semi-final,,GER,ITA,2006-07-04,19:00,2006-07-04,21:00
2006,97410062,62.0,Semi-final,,POR,FRA,2006-07-05,19:00,2006-07-05,21:00
2006,97410063,63.0,Match for third place,,GER,POR,2006-07-08,19:00,2006-07-08,21:00
2006,97410064,64.0,Final,,ITA,FRA,2006-07-09,18:00,2006-07-09,20:00
2010,300061454,1.0,First stage,Group A,RSA,MEX,2010-06-11,14:00,2010-06-11,16:00
2010,300061453,2.0,First stage,Group A,URU,FRA,2010-06-11,18:30,2010-06-11,20:30
2010,300061459,4.0,First stage,Group B,KOR,GRE,2010-06-12,11:30,2010-06-12,13:30
2010,300061460,3.0,First stage,Group B,ARG,NGA,2010-06-12,14:00,2010-06-12,16:00
2010,300061466,5.0,First stage,Group C,ENG,USA,2010-06-12,18:30,2010-06-12,20:30
2010,300061465,6.0,First stage,Group C,ALG,SVN,2010-06-13,11:30,2010-06-13,13:30
2010,300061471,8.0,First stage,Group D,SRB,GHA,2010-06-13,14:00,2010-06-13,16:00
2010,300111116,7.0,First stage,Group D,GER,AUS,2010-06-13,18:30,2010-06-13,20:30
2010,300061478,9.0,First stage,Group E,NED,DEN,2010-06-14,11:30,2010-06-14,13:30
2010,300061477,10.0,First stage,Group E,JPN,CMR,2010-06-14,14:00,2010-06-14,16:00
2010,300061484,11.0,First stage,Group F,ITA,PAR,2010-06-14,18:30,2010-06-14,20:30
2010,300061483,12.0,First stage,Group F,NZL,SVK,2010-06-15,11:30,2010-06-15,13:30
2010,300061489,13.0,First stage,Group G,CIV,POR,2010-06-15,14:00,2010-06-15,16:00
2010,300061490,14.0,First stage,Group G,BRA,PRK,2010-06-15,18:30,2010-06-15,20:30
2010,300061452,17.0,First stage,Group A,RSA,URU,2010-06-16,18:30,2010-06-16,20:30
2010,300061495,15.0,First stage,Group H,HON,CHI,2010-06-16,11:30,2010-06-16,13:30
2010,300111112,16.0,First stage,Group H,ESP,SUI,2010-06-16,14:00,2010-06-16,16:00
2010,300061458,20.0,First stage,Group B,ARG,KOR,2010-06-17,11:30,2010-06-17,13:30
2010,300061457,19.0,First stage,Group B,GRE,NGA,2010-06-17,14:00,2010-06-17,16:00
2010,300061451,18.0,First stage,Group A,FRA,MEX,2010-06-17,18:30,2010-06-17,20:30
2010,300061470,21.0,First stage,Group D,GER,SRB,2010-06-18,11:30,2010-06-18,13:30
2010,300061463,22.0,First stage,Group C,SVN,USA,2010-06-18,14:00,2010-06-18,16:00
2010,300061464,23.0,First stage,Group C,ENG,ALG,2010-06-18,18:30,2010-06-18,20:30
2010,300111117,25.0,First stage,Group E,NED,JPN,2010-06-19,11:30,2010-06-19,13:30
2010,300061469,24.0,First stage,Group D,GHA,AUS,2010-06-19,14:00,2010-06-19,16:00
2010,300061475,26.0,First stage,Group E,CMR,DEN,2010-06-19,18:30,2010-06-19,20:30
2010,300061488,29.0,First stage,Group G,BRA,CIV,2010-06-20,18:30,2010-06-20,20:30
2010,300061481,27.0,First stage,Group F,SVK,PAR,2010-06-20,11:30,2010-06-20,13:30
2010,300061482,28.0,First stage,Group F,ITA,NZL,2010-06-20,14:00,2010-06-20,16:00
2010,300061493,31.0,First stage,Group H,CHI,SUI,2010-06-21,14:00,2010-06-21,16:00
2010,300061494,32.0,First stage,Group H,ESP,HON,2010-06-21,18:30,2010-06-21,20:30
2010,300061487,30.0,First stage,Group G,POR,PRK,2010-06-21,11:30,2010-06-21,13:30
2010,300061450,33.0,First stage,Group A,MEX,URU,2010-06-22,14:00,2010-06-22,16:00
2010,300061449,34.0,First stage,Group A,FRA,RSA,2010-06-22,14:00,2010-06-22,16:00
2010,300111115,35.0,First stage,Group B,NGA,KOR,2010-06-22,18:30,2010-06-22,20:30
2010,300061455,36.0,First stage,Group B,GRE,ARG,2010-06-22,18:30,2010-06-22,20:30
2010,300061461,38.0,First stage,Group C,USA,ALG,2010-06-23,14:00,2010-06-23,16:00
2010,300061462,37.0,First stage,Group C,SVN,ENG,2010-06-23,14:00,2010-06-23,16:00
2010,300061467,40.0,First stage,Group D,AUS,SRB,2010-06-23,18:30,2010-06-23,20:30
2010,300061468,39.0,First stage,Group D,GHA,GER,2010-06-23,18:30,2010-06-23,20:30
2010,300061479,42.0,First stage,Group F,PAR,NZL,2010-06-24,14:00,2010-06-24,16:00
2010,300061480,41.0,First stage,Group F,SVK,ITA,2010-06-24,14:00,2010-06-24,16:00
2010,300061473,44.0,First stage,Group E,CMR,NED,2010-06-24,18:30,2010-06-24,20:30
2010,300061474,43.0,First stage,Group E,DEN,JPN,2010-06-24,18:30,2010-06-24,20:30
2010,300061492,48.0,First stage,Group H,SUI,HON,2010-06-25,18:30,2010-06-25,20:30
2010,300061491,47.0,First stage,Group H,CHI,ESP,2010-06-25,18:30,2010-06-25,20:30
2010,300061486,46.0,First stage,Group G,PRK,CIV,2010-06-25,14:00,2010-06-25,16:00
2010,300111111,45.0,First stage,Group G,POR,BRA,2010-06-25,14:00,2010-06-25,16:00
2010,300061504,49.0,Round of 16,,URU,KOR,2010-06-26,14:00,2010-06-26,16:00
2010,300061503,50.0,Round of 16,,USA,GHA,2010-06-26,18:30,2010-06-26,20:30
2010,300061501,51.0,Round of 16,,GER,ENG,2010-06-27,14:00,2010-06-27,16:00
2010,300061502,52.0,Round of 16,,ARG,MEX,2010-06-27,18:30,2010-06-27,20:30
2010,300111113,53.0,Round of 16,,NED,SVK,2010-06-28,14:00,2010-06-28,16:00
2010,300061500,54.0,Round of 16,,BRA,CHI,2010-06-28,18:30,2010-06-28,20:30
2010,300061497,55.0,Round of 16,,PAR,JPN,2010-06-29,14:00,2010-06-29,16:00
2010,300061498,56.0,Round of 16,,ESP,POR,2010-06-29,18:30,2010-06-29,20:30
2010,300061507,57.0,Quarter-final,,NED,BRA,2010-07-02,14:00,2010-07-02,16:00
2010,300061508,58.0,Quarter-final,,URU,GHA,2010-07-02,18:30,2010-07-02,20:30
2010,300061505,59.0,Quarter-final,,ARG,GER,2010-07-03,14:00,2010-07-03,16:00
2010,300061506,60.0,Quarter-final,,PAR,ESP,2010-07-03,18:30,2010-07-03,20:30
2010,300061512,61.0,Semi-final,,URU,NED,2010-07-06,18:30,2010-07-06,20:30
2010,300111114,62.0,Semi-final,,GER,ESP,2010-07-07,18:30,2010-07-07,20:30
2010,300061510,63.0,Match for third place,,URU,GER,2010-07-10,18:30,2010-07-10,20:30
2010,300061509,64.0,Final,,NED,ESP,2010-07-11,18:30,2010-07-11,20:30
2014,300186456,1.0,First stage,Group A,BRA,CRO,2014-06-12,20:00,2014-06-12,17:00
2014,300186492,2.0,First stage,Group A,MEX,CMR,2014-06-13,16:00,2014-06-13,13:00
2014,300186510,3.0,First stage,Group B,ESP,NED,2014-06-13,19:00,2014-06-13,16:00
2014,300186473,4.0,First stage,Group B,CHI,AUS,2014-06-13,22:00,2014-06-13,18:00
2014,300186471,5.0,First stage,Group C,COL,GRE,2014-06-14,16:00,2014-06-14,13:00
2014,300186489,7.0,First stage,Group D,URU,CRC,2014-06-14,19:00,2014-06-14,16:00
2014,300186513,8.0,First stage,Group D,ENG,ITA,2014-06-14,22:00,2014-06-14,18:00
2014,300186507,6.0,First stage,Group C,CIV,JPN,2014-06-15,01:00,2014-06-14,22:00
2014,300186494,9.0,First stage,Group E,SUI,ECU,2014-06-15,16:00,2014-06-15,13:00
2014,300186496,10.0,First stage,Group E,FRA,HON,2014-06-15,19:00,2014-06-15,16:00
2014,300186477,11.0,First stage,Group F,ARG,BIH,2014-06-15,22:00,2014-06-15,19:00
2014,300186475,13.0,First stage,Group G,GER,POR,2014-06-16,16:00,2014-06-16,13:00
2014,300186505,12.0,First stage,Group F,IRN,NGA,2014-06-16,19:00,2014-06-16,16:00
2014,300186512,14.0,First stage,Group G,GHA,USA,2014-06-16,22:00,2014-06-16,19:00
2014,300186499,16.0,First stage,Group H,RUS,KOR,2014-06-17,22:00,2014-06-17,18:00
2014,300186479,15.0,First stage,Group H,BEL,ALG,2014-06-17,16:00,2014-06-17,13:00
2014,300186509,17.0,First stage,Group A,BRA,MEX,2014-06-17,19:00,2014-06-17,16:00
2014,300186478,20.0,First stage,Group B,AUS,NED,2014-06-18,16:00,2014-06-18,13:00
2014,300186498,19.0,First stage,Group B,ESP,CHI,2014-06-18,19:00,2014-06-18,16:00
2014,300186453,18.0,First stage,Group A,CMR,CRO,2014-06-18,22:00,2014-06-18,18:00
2014,300186468,21.0,First stage,Group C,COL,CIV,2014-06-19,16:00,2014-06-19,13:00
2014,300186486,23.0,First stage,Group D,URU,ENG,2014-06-19,19:00,2014-06-19,16:00
2014,300186454,22.0,First stage,Group C,JPN,GRE,2014-06-19,22:00,2014-06-19,19:00
2014,300186500,24.0,First stage,Group D,ITA,CRC,2014-06-20,16:00,2014-06-20,13:00
2014,300186514,25.0,First stage,Group E,SUI,FRA,2014-06-20,19:00,2014-06-20,16:00
2014,300186463,26.0,First stage,Group E,HON,ECU,2014-06-20,22:00,2014-06-20,19:00
2014,300186511,28.0,First stage,Group F,NGA,BIH,2014-06-21,22:00,2014-06-21,18:00
2014,300186466,27.0,First stage,Group F,ARG,IRN,2014-06-21,16:00,2014-06-21,13:00
2014,300186493,29.0,First stage,Group G,GER,GHA,2014-06-21,19:00,2014-06-21,16:00
2014,300186495,32.0,First stage,Group H,KOR,ALG,2014-06-22,19:00,2014-06-22,16:00
2014,300186483,30.0,First stage,Group G,USA,POR,2014-06-22,22:00,2014-06-22,18:00
2014,300186481,31.0,First stage,Group H,BEL,RUS,2014-06-22,16:00,2014-06-22,13:00
2014,300186470,36.0,First stage,Group B,NED,CHI,2014-06-23,16:00,2014-06-23,13:00
